shotType,shotDistance,shotAngle,isGoal
Shot,14.007655050007479,26.770923352883432,true
Shot,15.808608414405109,25.986925127855983,false
Shot,4.4147027079974475,78.78830064826107,true
Shot,23.057235306948662,15.737204081613136,false
Shot,29.563871532666354,12.585865672300931,false
Shot,12.891873409245067,26.70215226257294,true
Shot,33.9136093626143,11.838110080690875,true
Shot,15.674297432421016,24.85523713293647,true
Shot,16.12661154737721,17.30640000401402,false
Shot,29.905733563984015,13.255181730629005,false
Shot,6.8620988043017865,53.84777099608625,true
Shot,10.007677053142753,35.32634581193244,false
Shot,30.176149522429135,13.48842341488603,true
Shot,13.717583606451978,29.756177313507177,true
Shot,8.4,47.086889734873346,true
Shot,31.90349353910948,12.511722366772569,false
Shot,8.4,47.086889734873346,false
Shot,26.953977443041683,15.080159540936046,false
Shot,8.829405415994895,43.602641694704566,true
Shot,24.38816311246093,16.912553920440175,false
Shot,15.463508657481329,17.037852003352647,false
Shot,11.264830225085507,34.10490836426884,false
Shot,29.68175196985515,13.930862852363253,false
Shot,13.80159773359592,29.432836940035333,true
Shot,20.973592920622828,14.160085876413152,true
Shot,37.32109859047561,10.726893183554758,true
Shot,14.289632605494097,17.86244575531548,false
Shot,30.366048475229704,12.864146003677892,false
Shot,33.70991545524848,12.353883328318318,true
Shot,14.84512041042443,16.54506873540233,false
Shot,10.855210730335916,23.824093641042328,true
Shot,15.120330684214549,19.652070193313016,false
Shot,10.29314820645268,36.77430480222098,true
Shot,28.86721496784891,14.20329798708503,false
Shot,14.544693190301404,23.10655516846842,true
Shot,25.395243649156036,13.680416184242967,false
Shot,13.07122412018094,28.232771285888766,false
Free kick shot,27.724963480589118,13.724849433768018,true
Free kick shot,28.05603143710814,12.869507497950819,true
Shot,9.338436700004985,39.79594931168911,false
Shot,9.144183943906642,37.45884893276042,false
Shot,15.01151557971413,23.516711607099353,false
Shot,24.91338796711519,16.230140020744916,false
Shot,26.270152264499725,13.41500478216801,true
Shot,22.529660450171015,17.27853851870409,false
Shot,18.288367887813283,18.528222024804492,false
Shot,28.306190135728265,14.232844701403598,false
Shot,13.244108123992346,29.652659408653008,true
Shot,14.067071479167227,28.439950086458442,false
Shot,13.717583606451978,29.756177313507177,true
Shot,31.34859486484203,12.517506856956713,false
Shot,30.932120845490054,13.293302975581193,true
Shot,25.831058824601055,14.49962297474773,true
Shot,12.04003737535727,32.72514225256229,true
Shot,18.35490125279894,10.761677755656459,false
Shot,31.648774067884524,11.003005323873746,true
Shot,13.717583606451978,29.756177313507138,true
Shot,24.144616377155383,14.380564443684134,true
Shot,20.04706711716205,10.096214107108961,true
Shot,27.37611367597673,15.18941664282168,false
Shot,7.837148716210508,48.2469302917886,true
Shot,28.41543418637132,13.603489610378714,true
Shot,23.284177030764905,16.97509076921921,true
Shot,21.1183545760554,11.05858896325381,false
Shot,32.570478964854054,12.013274354662279,false
Shot,29.507619355007275,11.157628006267398,false
Shot,17.46131724698913,22.87343054794708,false
Shot,7.627850286941925,50.223666017071245,false
Shot,31.178992927931464,10.890833408946895,false
Free kick shot,30.902918955982138,12.8742111244558,true
Shot,14.544693190301404,23.10655516846842,true
Shot,10.521996008362672,38.30138598528921,false
Shot,7.494164396382027,28.331561074896605,false
Shot,5.29385492812185,69.15947428094266,true
Shot,9.654926203757334,37.60756199810071,false
Shot,24.159571602162156,17.22236532761113,false
Shot,20.237650555338682,20.234762568513936,false
Shot,11.825548613066541,31.29285734157237,true
Free kick shot,17.862947685082663,23.14351051388097,true
Shot,15.088074761214568,26.666964799960805,true
Shot,13.469135087302378,28.7636212335891,false
Shot,20.86760407905038,19.085715881501706,false
Shot,28.63564212655271,12.881568414198645,false
Shot,7.474764210327976,51.7090253924358,true
Shot,17.892177061498135,19.331131979477473,true
Shot,8.406479643703422,43.20998793714623,false
Shot,14.931044839528143,18.269210854744617,false
Shot,19.268692223397,15.5991359371679,false
Shot,9.667683279876313,40.824891437181044,false
Shot,22.154990408483595,16.159769277343166,false
Shot,36.77990755833952,10.40547665680894,false
Shot,8.578484714680094,27.05530016089804,false
Shot,7.3500000000000005,52.942861411275054,false
Shot,11.326822149217318,11.347201867291894,false
Shot,22.49536841218654,14.015936685881249,true
Free kick shot,31.617216828810218,13.159051895971702,true
Shot,9.474434020035183,42.169742957325035,false
Shot,17.155247010754465,22.314260477628594,true
Shot,15.451459477991069,25.524148227397294,false
Shot,5.9127743065332705,60.700691881983055,false
Free kick shot,28.134142958334454,14.403111491950234,true
Free kick shot,32.056027514338076,9.887550844793369,true
Shot,18.170924577467158,22.414200510863473,false
Shot,27.186025822102064,14.262136618723236,true
Shot,21.26631373792835,16.57985500333988,true
Shot,26.645902123966458,13.045380515865642,false
Shot,18.87,20.871501607898537,false
Shot,23.73251145580678,13.367698294115177,false
Shot,21.71042146067183,11.387222698590929,false
Shot,6.336592144047146,59.877417067039595,true
Shot,20.026232796010337,15.513438267446856,false
Shot,14.544693190301404,23.106555168468407,true
Shot,28.162075562713767,13.844041591837904,false
Shot,10.5877098562437,37.90760115187551,false
Shot,15.410593758840053,15.343687754739346,false
Shot,21.476731594914533,17.166593232247173,true
Shot,15.56511805287708,23.58401496500459,false
Shot,15.56511805287708,23.58401496500459,true
Shot,17.099520461112355,18.29300852570713,true
Shot,26.21569186575094,14.69938970557264,false
Shot,17.842715600490862,15.494974353296993,false
Shot,27.308467551292587,15.262569760739865,true
Shot,24.186047630813928,12.876677137318778,false
Shot,31.70722472875859,12.664146950056885,true
Shot,18.27326188724936,12.178801349975341,true
Shot,26.25,15.874993618979333,true
Shot,12.19449055926487,24.43814815300577,true
Shot,25.55638667730632,14.1603131871874,false
Shot,26.806156009394556,13.484219983292645,true
Shot,25.831058824601055,14.49962297474773,true
Shot,14.762777516443172,27.747410221025167,false
Shot,15.61677303414505,18.441809485468035,false
Shot,8.509383056367835,46.17616178237556,true
Shot,14.959174442461723,25.40480323717852,false
Shot,17.4555693118271,18.93225934076629,true
Shot,18.70089837414235,17.741432560995754,true
Shot,17.887316735609062,18.052467338500865,false
Shot,18.948868040070366,21.813182889071385,false
Shot,21.259842426509188,14.72802277820529,false
Shot,22.19621814634196,13.525530251221367,false
Shot,110.3675676999362,3.614442268743044,false
Shot,110.3675676999362,3.614442268743044,false
Shot,34.0,1.2074182697257333E-6,false
Shot,110.3675676999362,3.614442268743044,true
Shot,110.3675676999362,3.614442268743044,true
Shot,34.0,1.2074182697257333E-6,true
Shot,110.3675676999362,3.614442268743044,true
Shot,34.0,1.2074182697257333E-6,false
Shot,110.3675676999362,3.614442268743044,false
Shot,34.0,1.2074182697257333E-6,true
Shot,34.0,1.2074182697257333E-6,false
Shot,34.0,1.2074182697257333E-6,true
Shot,34.0,1.2074182697257333E-6,false
Shot,34.0,1.2074182697257333E-6,true
Shot,34.0,1.2074182697257333E-6,false
Shot,34.0,1.2074182697257333E-6,true
Shot,34.0,1.2074182697257333E-6,false
Shot,34.0,1.2074182697257333E-6,true
Shot,110.3675676999362,3.614442268743044,false
Shot,34.0,1.2074182697257333E-6,false
Shot,85.26990618031662,4.9029272367378045,true
Shot,110.3675676999362,3.614442268743044,true
Shot,94.00501316419248,4.433043592851831,true
Shot,110.3675676999362,3.614442268743044,false
Shot,110.3675676999362,3.614442268743044,true
Shot,82.95278717439216,5.052503662091404,true
Shot,34.0,1.2074182697257333E-6,false
Shot,102.17635783291556,4.0899028888736035,false
Shot,34.0,1.2074182697257333E-6,false
Shot,32.033608913139965,10.743019615779001,false
Shot,104.13000000000001,4.0191127424003605,false
Shot,104.05892609478536,4.0245935985548495,false
Shot,104.13000000000001,4.0191127424003605,false
Shot,4.76,4.353408482428142E-6,false
Shot,104.38502239306175,3.999538338724325,false
Shot,97.6878748873165,4.28965317258941,true
Shot,104.5908031329715,3.9838472758571153,false
Shot,101.85000000000001,4.116099307421899,false
Shot,34.0,1.2074182697257333E-6,false
Shot,93.93366223032082,4.439764015698449,true
Shot,94.74973403656604,4.363798054049523,true
Shot,78.79695996673983,5.315630710398977,false
Shot,103.17150963323161,4.052763473217188,false
Shot,98.70234242407827,4.247144620640114,true
Shot,4.08,7.040397847728103E-6,false
Shot,90.3921257632544,4.6326023777293255,true
Shot,92.4594013608135,4.4795564988656515,true
Shot,9.547360891890492,41.6570391907582,false
Shot,104.1721771875773,4.015865529944109,false
Shot,98.81471347931947,4.237512488142752,true
Shot,105.1199890601212,3.943916451845573,false
Shot,106.97377061691338,3.770297930825881,false
Shot,95.58870696897202,4.383689841799614,true
Shot,34.0,1.2074182697257333E-6,false
Shot,104.13000000000001,4.0191127424003605,false
Shot,104.00558879214135,4.028714044455622,false
Shot,104.13000000000001,4.0191127424003605,false
Shot,93.60321362004619,4.421051216141127,true
Free kick shot,104.09224803029282,4.022022590218641,true
Shot,103.01003640422617,4.065452686893103,false
Shot,95.89780028759783,4.355544693347423,true
Shot,34.0,1.2074182697257333E-6,true
Shot,110.3675676999362,3.614442268743044,true
Shot,34.0,1.2074182697257333E-6,true
Shot,15.288037807383917,5.974417504398954,false
Shot,105.10783795702393,3.984545633125099,false
Shot,105.21996008362672,3.976075316447024,false
Shot,105.56218262237665,3.950387866411125,false
Penalty,110.3675676999362,3.614442268743044,true
Shot,110.3675676999362,3.614442268743044,true
Shot,110.3675676999362,3.614442268743044,false
Shot,100.94668691938335,4.146886218351644,false
Shot,110.3675676999362,3.614442268743044,false
Shot,105.07923867253702,3.986710499285308,false
Shot,14.623299901185096,6.562112071645377,false
Shot,105.31659698262187,3.9687964302624676,false
Shot,106.15841747124907,3.906223329341676,false
Shot,34.0,1.2074182697257333E-6,false
Shot,34.0,1.2074182697257333E-6,true
Shot,7.55333701088466,9.984776434645466,false
Shot,93.48957642432659,4.481936112048348,true
Shot,34.0,1.2074182697257333E-6,false
Shot,4.08,7.294645231227028E-6,false
Shot,34.0,1.2074182697257333E-6,false
Shot,34.0,1.2074182697257333E-6,false
Shot,5.540406122298257,23.953884551296298,false
Shot,80.5382790975819,5.156499443198483,true
Shot,5.540406122298257,23.953884551296156,false
Shot,5.44,3.1945284701301985E-6,false
Shot,34.0,1.2074182697257333E-6,true
Shot,4.76,4.353408482428142E-6,false
Shot,5.540406122298257,23.953884551296298,false
Shot,105.17820306508379,3.9792267190133646,false
Shot,105.21996008362672,3.976075316447024,false
Shot,34.0,1.2074182697257333E-6,false
Shot,6.209420262794265,16.986293331020377,false
Shot,97.73519785624829,4.285509783553059,true
Shot,96.6598158491935,4.334235569484452,true
Shot,95.55967821209947,4.386347073234319,true
Shot,86.4760781950708,4.767500933899382,true
Shot,110.3675676999362,3.614442268743044,false
Shot,2.04,NaN,false
Shot,5.540406122298257,23.953884551296298,false
Shot,34.0,1.2074182697257333E-6,false
Shot,110.3675676999362,3.614442268743044,false
Shot,97.65236761082653,4.292765966183809,true
Shot,99.86350734878081,4.193150138706535,true
Shot,92.56,4.521014681437876,true
Shot,12.92,1.2074182697257333E-6,false
Shot,34.0,1.2074182697257333E-6,false
Shot,96.83904171355684,4.318245051249125,true
Shot,110.3675676999362,3.614442268743044,false
Shot,7.48,1.9090959104164224E-6,false
Shot,6.12,2.561320938754782E-6,false
Shot,34.0,1.2074182697257333E-6,false
Shot,34.25842961958414,1.517860674216955,false
Shot,110.3675676999362,3.614442268743044,false
Shot,9.52,1.4787793334710982E-6,false
Shot,8.16,2.091309789151873E-6,false
Shot,104.00558879214135,4.028714044455622,true
Shot,93.74888212666858,4.457239090957217,true
Shot,90.3,4.642033940962486,false
Shot,110.3675676999362,3.614442268743044,true
Shot,10.88,8.537736462515939E-7,false
Shot,103.3394426151022,4.039629361585453,false
Shot,110.3675676999362,3.614442268743044,false
Shot,110.3675676999362,3.614442268743044,true
Shot,110.3675676999362,3.614442268743044,false
Shot,100.7669633362046,4.118458716247476,true
Shot,100.98561481716098,4.143696703014409,true
Shot,102.92021958779529,4.072536586467712,false
Shot,104.13000000000001,4.0191127424003605,false
Shot,96.94403333882907,4.308918640104876,true
Shot,90.66794141260735,4.604535756253216,true
Shot,105.37146482800739,3.9646725411623804,false
Shot,34.0,1.2074182697257333E-6,false
Shot,6.12,2.831646840510158E-6,false
Shot,104.21877422038699,4.012282594916249,false
Shot,101.96116956959646,4.107147727258954,false
Shot,10.581119978527795,35.06173652660196,true
Free kick shot,6.8,2.4148365394514667E-6,true
Shot,103.40430358548915,4.0345735944478225,false
Shot,84.04402655751329,4.984551937666038,true
Shot,2.72,NaN,false
Shot,102.42947280934332,4.06975690709173,false
Free kick shot,93.60820530274043,4.470612240381061,true
Shot,93.69707839628725,4.4621567409774565,true
Shot,110.3675676999362,3.614442268743044,true
Shot,6.8,2.4148365394514667E-6,false
Shot,100.88253763659993,4.152150236254343,false
Shot,103.08183351105083,4.0598032565352336,false
Shot,102.42947280934332,4.06975690709173,false
Shot,103.95222412243041,4.032842922213849,false
Shot,101.1868845256143,4.127264257936431,false
Shot,94.6564503877047,4.421316986615402,true
Shot,34.0,1.2074182697257333E-6,false
Shot,104.51783053622957,3.9894009828275054,false
Shot,88.79258133425338,4.633806949000162,true
Shot,104.21877422038699,4.012282594916249,false
Shot,34.0,1.2074182697257333E-6,false
Shot,110.3675676999362,3.614442268743044,false
Shot,86.23147685155347,4.853419141704787,false
Shot,97.46017853461998,4.26350446213922,true
Shot,34.0,1.2074182697257333E-6,true
Shot,110.3675676999362,3.614442268743044,false
Shot,10.2,8.537736462515939E-7,false
Shot,9.52,1.4787793334710982E-6,false
Shot,91.35253088995401,4.588481005162384,true
Shot,110.3675676999362,3.614442268743044,false
Shot,110.3675676999362,3.614442268743044,false
Shot,110.3675676999362,3.614442268743044,false
Shot,34.0,1.2074182697257333E-6,false
Shot,34.0,1.2074182697257333E-6,true
Shot,9.086011226055138,12.531263803950887,false
Shot,86.11074032895084,4.866997914489293,true
Shot,97.003637045216,4.303637434708918,true
Shot,99.77085796964963,4.2009240487993305,true
Shot,88.24193107587799,4.7479307663721215,true
Shot,94.00501316419248,4.433043592851831,true
Shot,84.46387156648693,4.9352744445962875,true
Shot,8.783188487104214,35.882046861196464,false
Shot,5.29385492812185,69.15947428094266,false
Shot,34.0,1.2074182697257333E-6,true
Free kick shot,94.53476027366865,4.383619771313923,true
Shot,110.3675676999362,3.614442268743044,false
Shot,98.7,4.247345754872888,true
Shot,8.42747886381212,46.856637665941705,false
Shot,34.0,1.2074182697257333E-6,false
Shot,94.24818353687247,4.410253649348281,true
Shot,110.3675676999362,3.614442268743044,false
Shot,6.12,2.831646840510158E-6,false
Shot,34.0,1.2074182697257333E-6,false
Shot,104.38502239306175,3.999538338724325,false
Free kick shot,85.83202257898854,4.839108612601282,true
Shot,104.05892609478536,4.0245935985548495,false
Shot,34.0,1.2074182697257333E-6,false
Free kick shot,94.6564503877047,4.421316986615402,true
Shot,34.0,1.2074182697257333E-6,false
Shot,110.3675676999362,3.614442268743044,false
Free kick shot,102.92021958779529,4.072536586467712,true
Shot,34.0,1.2074182697257333E-6,false
Shot,1.36,NaN,false
Shot,103.04369752682598,4.062802563276322,false
Shot,83.35039352036678,5.004567679391161,true
Shot,34.0,1.2074182697257333E-6,false
Shot,102.92021958779529,4.072536586467712,false
Shot,96.6598158491935,4.334235569484452,true
Shot,96.60957302462319,4.338734117970066,true
Shot,34.0,1.2074182697257333E-6,false
Shot,34.0,1.2074182697257333E-6,true
Shot,34.0,1.2074182697257333E-6,false
Shot,34.0,1.2074182697257333E-6,false
Shot,34.0,1.2074182697257333E-6,false
Shot,93.74888212666858,4.457239090957217,true
Shot,93.86718329640024,4.446039266855685,true
Shot,34.0,1.2074182697257333E-6,false
Shot,34.0,1.2074182697257333E-6,false
Shot,34.0,1.2074182697257333E-6,false
Shot,34.0,1.2074182697257333E-6,false
Shot,5.44,3.1945284701301985E-6,false
Shot,103.70793797969374,4.011031364319356,false
Shot,94.08122501328307,4.425882109856295,true
Shot,100.80229362469885,4.158749048823188,false
Shot,34.0,1.2074182697257333E-6,false
Shot,6.8,2.4148365394514667E-6,false
Shot,98.93396787756974,4.227326016409204,false
Shot,34.0,1.2074182697257333E-6,false
Shot,101.31475706924438,4.116874818172913,false
Shot,33.28380386914933,10.347980966325517,false
Shot,110.3675676999362,3.614442268743044,true
Shot,102.17635783291556,4.0899028888736035,false
Shot,34.0,1.2074182697257333E-6,false
Shot,8.16,2.091309789151873E-6,false
Shot,88.2104846375985,4.751306896728609,true
Free kick shot,92.46253295254246,4.530526376134358,true
Shot,83.08646159272881,5.036311465331785,true
Shot,102.3594768450875,4.075313169126931,false
Shot,101.870427995567,4.114452220542045,false
Shot,21.184343275164323,2.022103452942149,false
Shot,103.27901819827686,4.0443478397104435,false
Shot,88.2,4.75243333828667,true
Shot,34.0,1.2074182697257333E-6,false
Shot,110.3675676999362,3.614442268743044,false
Shot,34.0,1.2074182697257333E-6,true
Shot,34.0,1.2074182697257333E-6,false
Shot,110.3675676999362,3.614442268743044,false
Shot,93.45,4.485723468581827,true
Shot,34.0,1.2074182697257333E-6,false
Shot,110.3675676999362,3.614442268743044,false
Shot,7.116881339463234,22.422140521115914,false
Shot,105.05503319689161,3.9885441443745937,false
Shot,110.3675676999362,3.614442268743044,false
Shot,105.17820306508379,3.9792267190133646,false
Shot,87.17387280601913,4.806998567854664,true
Shot,88.6649023007413,4.647126372047328,true
Shot,34.0,1.2074182697257333E-6,true
Shot,110.3675676999362,3.614442268743044,false
Shot,105.0,3.992717788940721,false
Shot,110.3675676999362,3.614442268743044,false
Shot,34.0,1.2074182697257333E-6,false
Shot,10.486796460311414,29.12163002911894,false
Shot,5.202653169297373,48.34980787238491,false
Shot,110.3675676999362,3.614442268743044,false
Shot,95.63706865018396,4.379268256002955,true
Shot,93.47226380055208,4.483592294910589,true
Shot,93.45247401754541,4.485486571666876,true
Shot,105.07923867253702,3.986710499285308,false
Shot,85.83202257898854,4.839108612601282,true
Shot,105.21996008362672,3.976075316447024,false
Shot,105.63443377989962,3.9449963893786184,false
Shot,4.588725313199735,63.51014009145371,false
Shot,1.7181676286090366,143.64841210907343,false
Shot,106.15841747124907,3.906223329341676,false
Shot,34.0,1.2074182697257333E-6,false
Shot,105.26609330643937,3.972597980307003,false
Shot,93.51183080231078,4.479808527429958,false
Shot,95.95805385688061,4.350089647225555,true
Shot,34.0,1.2074182697257333E-6,false
Shot,110.3675676999362,3.614442268743044,false
Shot,8.902140192111109,6.657178996003585,false
Shot,110.3675676999362,3.614442268743044,false
Shot,105.17820306508379,3.9792267190133646,false
Shot,110.3675676999362,3.614442268743044,false
Shot,110.3675676999362,3.614442268743044,true
Shot,110.3675676999362,3.614442268743044,false
Shot,9.384460559883024,17.16008000526431,false
Shot,7.494164396382027,28.331561074896605,false
Shot,82.71181052304442,5.017893359841767,true
Shot,105.37146482800739,3.9646725411623804,false
Free kick shot,105.05503319689161,3.9885441443745937,true
Shot,85.32140704418792,4.897028046577952,true
Shot,110.3675676999362,3.614442268743044,true
Shot,110.3675676999362,3.614442268743044,true
Shot,110.3675676999362,3.614442268743044,true
Shot,7.494164396382027,28.331561074896605,false
Shot,6.12,2.831646840510158E-6,false
Shot,34.0,1.2074182697257333E-6,false
Shot,103.95,4.03301514215167,false
Shot,34.0,1.2074182697257333E-6,false
Shot,1.36,NaN,false
